gender,workclass,education_level,education_num,marital_status,occupation,relationship,capital_loss,hours_per_week,inquiry_purpose_code,institute_type,account_type,asset_code,portfolio_type,approved,approved_loan_amount,age
Female, Private, Masters,1.0548627531072812, Married-civ-spouse, Adm-clerical, Wife,-0.2644126153749733,-1.7680291091750493,-0.41409147438951266,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,1.2362718865095517,-0.9266641414654283
Male, Private, Assoc-acdm,0.4767763103303807, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,0.7031783685892541,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.6088665615828033,-0.28016684624717497
Male, Local-gov, Masters,1.0548627531072812, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,47.0,-0.09087726520149393,I,1.4386852314081315,-0.16496933170851433,-0.11854252244261151
Male, Self-emp-not-inc, Bachelors,0.7658195317188305, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.3839987875232711,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.33967879657539773,0.5279547727756421
Male, Self-emp-inc, Prof-school,1.3439059744957311, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,1.5269141945106874,-0.323813413790788,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.0134281813222,-0.11854252244261151
Male, Private, Assoc-voc,0.18773308894193008, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.2700215808171958,0.2855182870687971
Male, Self-emp-inc, Assoc-voc,0.18773308894193008, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,1.5269141945106874,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.1899203958305824,0.8512034203847689
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Sales, Husband,-0.2644126153749733,1.1150462815499709,-0.323813413790788,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,0.628354258758457,-0.28016684624717497
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,-0.26480331163244764,-0.28016684624717497
Male, Private, Some-college,-0.10131013244652015, Divorced, Machine-op-inspct, Unmarried,-0.2644126153749733,1.3621670293264014,-0.41409147438951266,PVT,123.0,-0.09087726520149393,I,1.4386852314081315,1.173875649057093,0.4471426108733606
Male, Local-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,-1.084868146721901,-0.037730360540329785
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Sales, Husband,-0.2644126153749733,0.2913104556285366,-0.5946475955869621,PVT,999.0,-0.09087726520149393,I,1.4386852314081315,0.3145903218546659,0.7703912584824878
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,0.7031783685892541,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.605431042039554,-0.28016684624717497
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Sales, Husband,-0.2644126153749733,-0.12055745733218053,-0.3839987875232711,HFC,189.0,-0.09087726520149393,I,1.4386852314081315,1.2006168936795751,-0.6842276557585831
Male, Self-emp-not-inc, Some-college,-0.10131013244652015, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,1.5269141945106874,-0.41409147438951266,NBF,130.0,-0.09087726520149393,I,1.4386852314081315,0.6176577609094639,-0.19935468434489326
Male, Local-gov, Doctorate,1.6329491958841817, Married-civ-spouse, Protective-serv, Husband,-0.2644126153749733,0.2913104556285366,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.5249547795515257,2.0633858489189945
Female, Federal-gov, Doctorate,1.6329491958841817, Never-married, Prof-specialty, Not-in-family,-0.2644126153749733,0.7031783685892541,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.5393393255643493,0.36633044897107886
Male, Federal-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,123.0,-0.09087726520149393,I,1.4386852314081315,-1.5341210563796013,-0.037730360540329785
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.8727209393835423,0.2855182870687971
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Transport-moving, Husband,-0.2644126153749733,0.2913104556285366,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.9832514171564685,-0.7650398176608648
Male, Private, Masters,1.0548627531072812, Never-married, Exec-managerial, Own-child,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.040046877063848914,-0.11854252244261151
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.532425370292898,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.5053445334950389,1.7401372013098675
Male, Self-emp-not-inc, HS-grad,-0.3903533538349704, Married-civ-spouse, Sales, Husband,3.6806741077469844,1.5269141945106874,-0.5946475955869621,PVT,130.0,1.3392439082325422,I,1.4386852314081315,-0.20775532310448583,-0.3609790081494562
Male, State-gov, Some-college,-0.10131013244652015, Married-civ-spouse, Prof-specialty, Husband,3.6806741077469844,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.623258538454542,1.2552642298961771
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,0.0441897078521065,2.173879596107263,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,1.4662465902628983,-0.9266641414654283
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Craft-repair, Husband,3.649561436428988,0.2913104556285366,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.3790218375692047,0.12389396326423367
Male, Private, Masters,1.0548627531072812, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,1.5269141945106874,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.5161710110837802,-0.19935468434489326
Male, Private, Assoc-acdm,0.4767763103303807, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.1434463562707802,0.12389396326423367
Female, Private, Bachelors,0.7658195317188305, Never-married, Exec-managerial, Not-in-family,-0.2644126153749733,1.1150462815499709,-0.74511102991817,NBF,191.0,-0.09087726520149393,I,1.4386852314081315,0.48751703708005073,-0.44179117005173796
Female, Private, Assoc-voc,0.18773308894193008, Married-civ-spouse, Tech-support, Wife,-0.2644126153749733,-0.2853046225164671,2.173879596107263,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,-0.7942799551575948,-0.6034154938563014
Male, Private, Assoc-voc,0.18773308894193008, Married-civ-spouse, Tech-support, Husband,3.649561436428988,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.975990438850725,-1.2499127890745552
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.36767820510861104,-0.5946475955869621,PVT,189.0,-0.09087726520149393,I,1.4386852314081315,1.5322083269983542,-0.28016684624717497
Male, Self-emp-inc, HS-grad,-0.3903533538349704, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,FOR,5.0,-0.09087726520149393,R,1.4386852314081315,-1.091999145287896,0.8512034203847689
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,1.9387821074714051,-0.6247402824532038,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.7514939637616233,0.2047061251665154
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,0.4560576208128236,-0.74511102991817,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.4075458318331857,1.174452067993896
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Machine-op-inspct, Husband,-0.2644126153749733,0.20893687303639308,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.5911690449075633,0.36633044897107886
Male, Self-emp-not-inc, HS-grad,-0.3903533538349704, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,0.7031783685892541,-0.3839987875232711,HFC,58.0,-0.09087726520149393,M,1.4386852314081315,-1.05634415245792,1.174452067993896
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,47.0,-0.09087726520149393,I,1.4386852314081315,-1.1062611424198867,0.8512034203847689
Male, Local-gov, Bachelors,-0.10131013244652015, Married-civ-spouse, Tech-support, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.1988341440380763,1.4168885537007405
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Tech-support, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.6230060098339603,-0.5226033319540196
Male, Federal-gov, Assoc-acdm,0.4767763103303807, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.3362358461732333,0.4471426108733606
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Machine-op-inspct, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.8547634632288058,0.6087669346779243
Female, Private, Some-college,-0.10131013244652015, Divorced, Prof-specialty, Not-in-family,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,0.04717787562984445,0.6087669346779243
Male, Private, Assoc-voc,0.18773308894193008, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.6123095119849675,0.5279547727756421
Male, Self-emp-inc, Prof-school,1.3439059744957311, Married-civ-spouse, Prof-specialty, Husband,4.744727466822466,1.1150462815499709,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.0420821553259292,0.36633044897107886
Male, Private, Doctorate,1.6329491958841817, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,1.5269141945106874,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.15414285411977294,0.12389396326423367
Male, Self-emp-not-inc, Assoc-voc,0.18773308894193008, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,191.0,-0.09087726520149393,I,1.4386852314081315,0.22545283977972527,0.6087669346779243
Male, Local-gov, Masters,1.0548627531072812, Married-civ-spouse, Exec-managerial, Husband,3.6806741077469844,0.7031783685892541,2.173879596107263,PVT,189.0,-0.09087726520149393,I,1.4386852314081315,0.43760004711808387,0.36633044897107886
Male, Private, Assoc-voc,0.18773308894193008, Married-civ-spouse, Tech-support, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,228.0,1.3392439082325422,I,1.4386852314081315,-0.6908804759506636,0.4471426108733606
Male, Self-emp-not-inc, Bachelors,0.7658195317188305, Married-civ-spouse, Sales, Husband,-0.2644126153749733,-0.12055745733218053,-0.323813413790788,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,0.47147229030656124,1.0128277441893325
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,1.2612303814905348,-0.5226033319540196
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Transport-moving, Husband,-0.2644126153749733,0.5384312034049671,-0.323813413790788,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,0.7067952429844044,0.8512034203847689
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Protective-serv, Husband,3.6806741077469844,0.7031783685892541,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.5448175542285942,1.0128277441893325
Male, Private, Masters,1.0548627531072812, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,0.7031783685892541,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.32363404980190846,-0.037730360540329785
Male, Private, Masters,1.0548627531072812, Married-civ-spouse, Sales, Husband,3.836237464336967,1.1150462815499709,2.173879596107263,PVT,58.0,-0.09087726520149393,M,1.4386852314081315,0.49821353492904347,0.04308180136195194
Male, Self-emp-not-inc, Assoc-voc,0.18773308894193008, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.323813413790788,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,-0.6160049910077136,0.7703912584824878
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,0.2913104556285366,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.0991301438538912,0.7703912584824878
Male, State-gov, Doctorate,1.6329491958841817, Never-married, Prof-specialty, Not-in-family,-0.2644126153749733,0.2913104556285366,-0.41409147438951266,PVT,130.0,-0.09087726520149393,I,1.4386852314081315,0.21832184121373013,0.4471426108733606
Female, Self-emp-not-inc, Masters,1.0548627531072812, Divorced, Exec-managerial, Unmarried,-0.2644126153749733,0.2913104556285366,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.6605663011862686,0.36633044897107886
Male, Private, Masters,-0.10131013244652015, Married-civ-spouse, Sales, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.4109887822353503,0.6895790965802056
Male, Federal-gov, Masters,1.0548627531072812, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,0.2913104556285366,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.599952813375309,0.5279547727756421
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,-0.12055745733218053,-0.323813413790788,PVT,173.0,-0.09087726520149393,I,1.4386852314081315,-0.753276713403122,0.36633044897107886
Male, Private, Assoc-acdm,0.4767763103303807, Married-civ-spouse, Tech-support, Husband,3.836237464336967,0.7031783685892541,-0.74511102991817,PUB,130.0,1.3392439082325422,I,1.4386852314081315,0.8922012057002808,0.6087669346779243
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,BRO,189.0,-0.09087726520149393,I,1.4386852314081315,1.0294729280956896,1.0128277441893325
Male, Self-emp-inc, Bachelors,0.7658195317188305, Married-civ-spouse, Sales, Husband,4.244850547646655,-0.12055745733218053,-0.5946475955869621,PVT,173.0,-0.09087726520149393,I,1.4386852314081315,-1.6286067873790384,2.305822334625839
Male, State-gov, Some-college,-0.10131013244652015, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.576907047775573,0.6895790965802056
Female, Federal-gov, HS-grad,-0.3903533538349704, Married-civ-spouse, Craft-repair, Wife,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.3041463526262547,-0.3609790081494562
Male, Self-emp-not-inc, Prof-school,1.3439059744957311, Never-married, Prof-specialty, Not-in-family,5.593066304759837,0.2913104556285366,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.8816346875910364,-0.037730360540329785
Male, Local-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.3839987875232711,HFC,5.0,-0.09087726520149393,R,1.4386852314081315,0.8957667049832784,1.3360763917984593
Female, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Exec-managerial, Wife,-0.2644126153749733,-0.532425370292898,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.186484876287333,-0.037730360540329785
Female, Self-emp-not-inc, HS-grad,-0.3903533538349704, Married-civ-spouse, Sales, Wife,-0.2644126153749733,1.0326726989578272,-0.323813413790788,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,-0.6284842384982052,0.04308180136195194
Male, Federal-gov, HS-grad,-0.3903533538349704, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,1.4288088477914231,0.6087669346779243
Male, Federal-gov, Masters,1.0548627531072812, Married-civ-spouse, Tech-support, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.7781052286443572,0.9320155822870502
Male, Local-gov, Some-college,-0.10131013244652015, Married-civ-spouse, Transport-moving, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,173.0,-0.09087726520149393,I,1.4386852314081315,-0.2006243245384905,-0.28016684624717497
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,0.3736840382206801,-0.41409147438951266,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,0.83337046753082,0.2047061251665154
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,1.1150462815499709,-0.5946475955869621,PVT,189.0,-0.09087726520149393,I,1.4386852314081315,0.46255854209906727,-0.28016684624717497
